addr_state,debt_to_income_ratio,emp_length,loan_amnt,status,title,zip_code
GA,4.33%,< 1 year,10000.0,declined,Home buying,300xx
CT,100%,< 1 year,5000.0,declined,Debt consolidation,068xx
MD,43.87%,< 1 year,10000.0,declined,Debt consolidation,211xx
IL,45.97%,< 1 year,25000.0,declined,Debt consolidation,605xx
PA,137.4%,< 1 year,15000.0,declined,Credit card refinancing,153xx
LA,59.32%,< 1 year,15000.0,declined,Other,703xx
NY,18.91%,< 1 year,5000.0,declined,Debt consolidation,104xx
CA,6.29%,< 1 year,3000.0,declined,Debt consolidation,914xx
OR,0.54%,< 1 year,9000.0,declined,Home buying,974xx
FL,28.4%,< 1 year,5000.0,declined,Other,334xx
CA,5.32%,< 1 year,2000.0,declined,Medical expenses,946xx
MO,0.88%,< 1 year,10000.0,declined,Other,653xx
CA,24.77%,< 1 year,20000.0,declined,Debt consolidation,927xx
TX,52.76%,< 1 year,1000.0,declined,Other,775xx
CA,29.1,1 year,12000.0,accepted,Debt consolidation,917xx
MO,19.35%,< 1 year,5000.0,declined,Credit card refinancing,641xx
IL,54.32%,< 1 year,2000.0,declined,Car financing,604xx
OH,49.53%,< 1 year,1500.0,declined,Debt consolidation,431xx
MI,48.87%,< 1 year,8000.0,declined,Debt consolidation,494xx
NC,100%,< 1 year,1000.0,declined,Other,275xx
CT,6.2%,< 1 year,3000.0,declined,Debt consolidation,060xx
NY,30.25%,< 1 year,15000.0,declined,Debt consolidation,142xx
OH,456.94%,< 1 year,2000.0,declined,Debt consolidation,431xx
PA,100%,< 1 year,21525.0,declined,Car financing,180xx
MA,4.31%,< 1 year,30000.0,declined,Debt consolidation,023xx
IL,0%,< 1 year,2000.0,declined,Debt consolidation,604xx
IL,24.51%,< 1 year,5500.0,declined,Debt consolidation,625xx
WI,10.11%,< 1 year,6000.0,declined,Car financing,534xx
CA,12.91%,< 1 year,4000.0,declined,Debt consolidation,906xx
PA,15.77%,< 1 year,2200.0,declined,Moving and relocation,191xx
MD,21.88%,< 1 year,6000.0,declined,Debt consolidation,211xx
AR,0%,< 1 year,10000.0,declined,Moving and relocation,720xx
MN,33.24%,< 1 year,10000.0,declined,Debt consolidation,553xx
TX,9.31%,< 1 year,20000.0,declined,Other,787xx
AL,52.13%,< 1 year,11000.0,declined,Debt consolidation,367xx
SC,10.97%,< 1 year,8500.0,declined,Credit card refinancing,294xx
AZ,24.94%,< 1 year,2000.0,declined,Home buying,859xx
CA,12%,< 1 year,10000.0,declined,Major purchase,945xx
CA,7.73%,10+ years,3400.0,declined,Other,949xx
OR,4.19%,< 1 year,5000.0,declined,Car financing,978xx
OH,16.65%,< 1 year,5000.0,declined,Car financing,444xx
SC,0%,< 1 year,1000.0,declined,Other,294xx
RI,10.67%,< 1 year,10000.0,declined,Moving and relocation,028xx
MI,7.8,,12000.0,accepted,Home improvement,497xx
CA,50.5%,< 1 year,40000.0,declined,Debt consolidation,957xx
DE,100%,< 1 year,22875.0,declined,Credit card refinancing,199xx
GA,25.8%,< 1 year,3000.0,declined,Credit card refinancing,300xx
PA,16.8%,< 1 year,3000.0,declined,Debt consolidation,182xx
GA,0%,< 1 year,5000.0,declined,Debt consolidation,305xx
AZ,17.24%,< 1 year,10000.0,declined,Credit card refinancing,857xx
MN,14.08%,< 1 year,2000.0,declined,Other,553xx
PA,30.21%,< 1 year,3000.0,declined,Other,191xx
OR,1.9%,< 1 year,3000.0,declined,Other,977xx
RI,45.04%,< 1 year,28000.0,declined,Credit card refinancing,029xx
CA,29.08%,< 1 year,4000.0,declined,Vacation,913xx
TX,35.37%,< 1 year,35000.0,declined,Debt consolidation,750xx
IL,62.39%,< 1 year,35000.0,declined,Debt consolidation,604xx
CA,100%,< 1 year,15675.0,declined,Car financing,923xx
MS,31.75,,24000.0,accepted,Moving and relocation,395xx
CA,1.07%,< 1 year,16000.0,declined,Home buying,930xx
GA,16.34%,< 1 year,15000.0,declined,Debt consolidation,300xx
WA,13.83%,< 1 year,2100.0,declined,Medical expenses,983xx
TX,2.89%,< 1 year,5000.0,declined,Debt consolidation,797xx
CA,35.14%,< 1 year,8000.0,declined,Credit card refinancing,940xx
VA,9%,< 1 year,10000.0,declined,Debt consolidation,222xx
NM,25.77%,< 1 year,35000.0,declined,Debt consolidation,880xx
TX,26.11%,< 1 year,5000.0,declined,Other,778xx
OK,50.47%,< 1 year,3000.0,declined,Other,735xx
KY,18.09%,< 1 year,3500.0,declined,Debt consolidation,410xx
CA,22.17%,< 1 year,20000.0,declined,Debt consolidation,922xx
NJ,16.33%,< 1 year,12000.0,declined,Business,080xx
TX,8.94%,< 1 year,10000.0,declined,Debt consolidation,770xx
OR,0%,< 1 year,1500.0,declined,Other,972xx
OH,20.4%,< 1 year,1500.0,declined,Moving and relocation,430xx
TX,27.27%,< 1 year,20000.0,declined,Home improvement,765xx
TX,15.36,10+ years,12000.0,accepted,Home improvement,785xx
NC,250.9%,< 1 year,15000.0,declined,Debt consolidation,278xx
CT,9.05%,< 1 year,10000.0,declined,Debt consolidation,068xx
NJ,0.1%,< 1 year,2000.0,declined,Debt consolidation,078xx
IL,100%,< 1 year,25000.0,declined,Credit card refinancing,601xx
NJ,50.29%,< 1 year,7000.0,declined,Medical expenses,088xx
DE,9.33,6 years,18000.0,accepted,Debt consolidation,197xx
ID,28.18%,< 1 year,10000.0,declined,Credit card refinancing,837xx
MD,18.96%,< 1 year,5000.0,declined,Debt consolidation,217xx
MO,1.34%,< 1 year,1000.0,declined,Other,630xx
MA,36.71%,< 1 year,10000.0,declined,Debt consolidation,021xx
NJ,26.45%,< 1 year,21000.0,declined,Other,076xx
NV,28.91%,< 1 year,25500.0,declined,Debt consolidation,898xx
PA,311.35%,< 1 year,10000.0,declined,Credit card refinancing,183xx
TX,35.12%,< 1 year,22000.0,declined,Credit card refinancing,782xx
NC,0.06%,< 1 year,1000.0,declined,Other,282xx
WI,31.73%,< 1 year,12500.0,declined,Car financing,549xx
PA,9.2%,< 1 year,2000.0,declined,Debt consolidation,183xx
MI,41.17%,< 1 year,40000.0,declined,Debt consolidation,484xx
CA,4.7%,< 1 year,14500.0,declined,Medical expenses,956xx
NY,28.03%,< 1 year,1500.0,declined,Other,132xx
OH,10.73%,< 1 year,15000.0,declined,Debt consolidation,450xx
PA,100%,1 year,31925.0,declined,Car financing,177xx
NC,32.57%,< 1 year,4000.0,declined,Credit card refinancing,284xx
OH,15.42%,< 1 year,10000.0,declined,Major purchase,449xx
KS,1.88%,< 1 year,1500.0,declined,Medical expenses,660xx
FL,9.33%,< 1 year,6000.0,declined,Home buying,322xx
CA,100%,< 1 year,40000.0,declined,Debt consolidation,917xx
CA,100%,< 1 year,1000.0,declined,Credit card refinancing,958xx
CA,38.81%,< 1 year,8000.0,declined,Credit card refinancing,921xx
LA,31.1%,< 1 year,30000.0,declined,Debt consolidation,712xx
NM,100%,1 year,17150.0,declined,Car financing,871xx
VA,11.92%,< 1 year,3500.0,declined,Other,233xx
NY,32.95%,< 1 year,1000.0,declined,Medical expenses,115xx
CA,12.79%,< 1 year,10000.0,declined,Credit card refinancing,959xx
KS,4.2%,< 1 year,2000.0,declined,Debt consolidation,678xx
TX,100%,< 1 year,1000.0,declined,Medical expenses,052xx
IN,31.45%,< 1 year,20000.0,declined,Debt consolidation,463xx
NY,0.5%,< 1 year,5000.0,declined,Other,121xx
GA,3.6%,< 1 year,1000.0,declined,Debt consolidation,305xx
TX,19.88%,< 1 year,1000.0,declined,Other,773xx
OH,22.84,< 1 year,3300.0,accepted,Business,433xx
FL,3.88%,< 1 year,5000.0,declined,Other,331xx
GA,18.54,10+ years,20000.0,accepted,Home improvement,306xx
CA,45.11%,< 1 year,10000.0,declined,Debt consolidation,924xx
FL,-1%,< 1 year,150000.0,declined,Business Loan,333xx
LA,27.45%,< 1 year,8000.0,declined,Credit card refinancing,706xx
TX,14.4%,< 1 year,20000.0,declined,Debt consolidation,782xx
HI,43.36%,< 1 year,10000.0,declined,Credit card refinancing,967xx
MD,19.6%,< 1 year,5500.0,declined,Credit card refinancing,210xx
DE,6.72%,< 1 year,20000.0,declined,Credit card refinancing,198xx
CA,7.54%,< 1 year,30000.0,declined,Home buying,913xx
IN,0%,< 1 year,30000.0,declined,Credit card refinancing,461xx
HI,39%,< 1 year,25000.0,declined,Credit card refinancing,967xx
KY,0%,< 1 year,4900.0,declined,Debt consolidation,423xx
FL,100%,< 1 year,5000.0,declined,Debt consolidation,330xx
MI,0%,< 1 year,10000.0,declined,Other,480xx
SC,0%,< 1 year,1000.0,declined,Other,293xx
GA,11.55%,< 1 year,10000.0,declined,Debt consolidation,303xx
WA,31.97%,< 1 year,14000.0,declined,Debt consolidation,982xx
NC,16.93,10+ years,33700.0,accepted,Debt consolidation,280xx
MD,4.68%,< 1 year,12000.0,declined,Other,206xx
NY,57.13%,< 1 year,39000.0,declined,Credit card refinancing,114xx
CA,25.7%,< 1 year,35000.0,declined,Debt consolidation,957xx
CO,39.03%,< 1 year,30000.0,declined,Other,802xx
IL,100%,< 1 year,12000.0,declined,Other,606xx
OH,11.05%,< 1 year,3000.0,declined,Credit card refinancing,443xx
AL,204.02%,< 1 year,6000.0,declined,Other,368xx
CA,29%,< 1 year,10000.0,declined,Other,937xx
TN,6.85%,< 1 year,6000.0,declined,Credit card refinancing,371xx
ND,3.36%,< 1 year,5000.0,declined,Debt consolidation,582xx
MD,100%,,5000.0,declined,Other,207xx
NV,18.55%,,10000.0,declined,Home improvement,891xx
MS,44.8%,< 1 year,8000.0,declined,Credit card refinancing,392xx
MA,5.24,10+ years,5000.0,accepted,Debt consolidation,016xx
MS,51.28%,< 1 year,3000.0,declined,Home buying,395xx
CA,24.98%,< 1 year,10000.0,declined,Debt consolidation,917xx
NY,2.59%,< 1 year,12000.0,declined,Car financing,142xx
NE,122.79%,< 1 year,1000.0,declined,Debt consolidation,681xx
TX,35.96%,< 1 year,3500.0,declined,Debt consolidation,770xx
TX,18.45%,< 1 year,10000.0,declined,Car financing,785xx
TX,25.15%,< 1 year,30000.0,declined,Debt consolidation,773xx
FL,32.7%,< 1 year,15000.0,declined,Debt consolidation,347xx
FL,28.19%,< 1 year,35000.0,declined,Debt consolidation,330xx
FL,22.82%,< 1 year,20000.0,declined,Other,330xx
FL,36.34%,< 1 year,3000.0,declined,Debt consolidation,347xx
NY,48.61%,< 1 year,20000.0,declined,Credit card refinancing,104xx
OR,21.05%,< 1 year,10000.0,declined,Other,972xx
CT,24.48%,< 1 year,20000.0,declined,Debt consolidation,064xx
TX,100%,< 1 year,30000.0,declined,Debt consolidation,754xx
LA,34.71%,< 1 year,10000.0,declined,Debt consolidation,710xx
HI,11.09%,< 1 year,5000.0,declined,Vacation,967xx
NJ,17.73%,< 1 year,10000.0,declined,Debt consolidation,079xx
UT,8.32%,< 1 year,25000.0,declined,Credit card refinancing,840xx
MI,25.2%,< 1 year,5000.0,declined,Debt consolidation,482xx
RI,37.95%,< 1 year,10000.0,declined,Debt consolidation,028xx
FL,51.33%,< 1 year,5000.0,declined,Other,330xx
FL,10.55%,< 1 year,10000.0,declined,Debt consolidation,331xx
TX,8.1%,< 1 year,2000.0,declined,Other,774xx
CA,14.87%,< 1 year,8000.0,declined,Debt consolidation,958xx
TX,28.69%,< 1 year,10000.0,declined,Credit card refinancing,791xx
NY,29.63%,< 1 year,5000.0,declined,Debt consolidation,115xx
NC,28.53%,< 1 year,1000.0,declined,Other,282xx
TX,100%,< 1 year,13925.0,declined,Credit card refinancing,782xx
IN,51.45%,< 1 year,35000.0,declined,Debt consolidation,462xx
UT,100%,< 1 year,25000.0,declined,Credit card refinancing,840xx
NY,0%,< 1 year,3000.0,declined,Moving and relocation,132xx
NM,0%,< 1 year,5000.0,declined,Other,882xx
NJ,100%,< 1 year,14650.0,declined,Car financing,080xx
NY,17.89%,< 1 year,15000.0,declined,Debt consolidation,104xx
VA,24.7%,< 1 year,10000.0,declined,Debt consolidation,220xx
OH,1.53%,< 1 year,1500.0,declined,Other,440xx
CA,29.24%,10+ years,8000.0,declined,Debt consolidation,900xx
PA,8.14%,< 1 year,10000.0,declined,Credit card refinancing,183xx
CT,21.58%,< 1 year,3000.0,declined,Home buying,066xx
FL,29.25%,< 1 year,23000.0,declined,Debt consolidation,331xx
CO,46.47%,< 1 year,25000.0,declined,Debt consolidation,801xx
CA,65.19%,< 1 year,25000.0,declined,Debt consolidation,941xx
NV,1.62%,< 1 year,10000.0,declined,Home buying,894xx
TX,36.04,3 years,9600.0,accepted,Debt consolidation,797xx
CA,3.57%,< 1 year,10000.0,declined,Credit card refinancing,926xx
NY,15.26%,< 1 year,4000.0,declined,Business,109xx
FL,38.54%,< 1 year,40000.0,declined,Business,325xx
TX,24.08%,< 1 year,10000.0,declined,Credit card refinancing,799xx
IL,100%,< 1 year,30000.0,declined,Car financing,606xx
KY,20.56%,< 1 year,3000.0,declined,Debt consolidation,423xx
CO,31.15%,< 1 year,40000.0,declined,Debt consolidation,806xx
MI,100%,< 1 year,2000.0,declined,Other,485xx
CA,18%,< 1 year,15000.0,declined,Debt consolidation,958xx
NJ,5.28,7 years,24000.0,accepted,Other,070xx
FL,11.45%,< 1 year,1000.0,declined,Other,324xx
MN,6.72,10+ years,3600.0,accepted,Home improvement,559xx
WA,51.21%,< 1 year,12000.0,declined,Debt consolidation,980xx
AL,35.34%,< 1 year,15000.0,declined,Debt consolidation,368xx
IN,5.57,3 years,40000.0,accepted,Home improvement,460xx
WV,30%,,9000.0,declined,Debt consolidation,258xx
NC,826.26%,< 1 year,25000.0,declined,Debt consolidation,285xx
CA,100%,< 1 year,20000.0,declined,Debt consolidation,900xx
TX,10.58%,< 1 year,40000.0,declined,Car financing,756xx
MS,0%,< 1 year,40000.0,declined,Business,392xx
CA,45.21%,< 1 year,10000.0,declined,Debt consolidation,925xx
TN,26.29%,< 1 year,1000.0,declined,Debt consolidation,372xx
CA,114.21%,< 1 year,7000.0,declined,Credit card refinancing,902xx
NY,2.73%,< 1 year,10000.0,declined,Moving and relocation,104xx
IN,17.32%,< 1 year,5000.0,declined,Debt consolidation,471xx
NY,18.87%,< 1 year,20000.0,declined,Debt consolidation,113xx
IL,10.09%,< 1 year,20000.0,declined,Debt consolidation,617xx
OR,39.88%,< 1 year,40000.0,declined,Debt consolidation,972xx
OH,27.95%,< 1 year,2000.0,declined,Debt consolidation,455xx
CA,4.2%,< 1 year,5000.0,declined,Other,900xx
AZ,0%,< 1 year,5000.0,declined,Other,852xx
CA,35.48%,< 1 year,10000.0,declined,Debt consolidation,924xx
CO,34%,< 1 year,10000.0,declined,Credit card refinancing,802xx
NJ,22.19,10+ years,3500.0,accepted,Debt consolidation,085xx
NY,39.13%,< 1 year,35000.0,declined,Debt consolidation,117xx
MA,11.23%,< 1 year,3000.0,declined,Debt consolidation,010xx
PA,9.04,2 years,5000.0,accepted,Debt consolidation,194xx
FL,-1%,< 1 year,60000.0,declined,Business Loan,328xx
TX,35.2%,< 1 year,5000.0,declined,Debt consolidation,770xx
MD,27.56%,< 1 year,35000.0,declined,Major purchase,215xx
IL,837.56%,< 1 year,1000.0,declined,Other,606xx
FL,18433.33%,< 1 year,10000.0,declined,Debt consolidation,330xx
WA,41.53%,< 1 year,30000.0,declined,Credit card refinancing,981xx
GA,17.75,10+ years,5000.0,accepted,Debt consolidation,302xx
TN,7.53%,< 1 year,5000.0,declined,Debt consolidation,383xx
SC,0.0,4 years,11000.0,accepted,Debt consolidation,292xx
NC,21.65%,< 1 year,25000.0,declined,Debt consolidation,284xx
NY,5.58%,< 1 year,5000.0,declined,Other,125xx
KY,56.14%,< 1 year,5000.0,declined,Credit card refinancing,416xx
AL,58%,< 1 year,10000.0,declined,Debt consolidation,351xx
NY,43.99%,< 1 year,40000.0,declined,Other,125xx
TX,22.74%,< 1 year,25000.0,declined,Credit card refinancing,765xx
PA,23.4,5 years,27000.0,accepted,Debt consolidation,190xx
MS,3.82%,< 1 year,3000.0,declined,Other,388xx
IN,24.47%,< 1 year,40000.0,declined,Credit card refinancing,461xx
NC,32.87%,< 1 year,10000.0,declined,Debt consolidation,282xx
CA,18%,< 1 year,40000.0,declined,Home improvement,945xx
MA,1.25%,< 1 year,3500.0,declined,Debt consolidation,023xx
AL,22.64%,< 1 year,10000.0,declined,Other,368xx
SC,10.8%,< 1 year,5225.0,declined,Credit card refinancing,292xx
CA,2.88%,< 1 year,5000.0,declined,Credit card refinancing,935xx
MO,28.36%,< 1 year,15000.0,declined,Credit card refinancing,631xx
CA,7.62%,< 1 year,2000.0,declined,Medical expenses,932xx
TX,100%,< 1 year,2500.0,declined,Credit card refinancing,787xx
MA,100%,< 1 year,40000.0,declined,Home improvement,400xx
AL,12.48%,< 1 year,5000.0,declined,Home buying,365xx
NH,44.94%,< 1 year,20000.0,declined,Other,032xx
AL,24.6%,< 1 year,4000.0,declined,Debt consolidation,359xx
CA,22.78%,< 1 year,15000.0,declined,Credit card refinancing,919xx
TX,47.55%,< 1 year,10000.0,declined,Other,778xx
FL,-1%,< 1 year,20000.0,declined,Business Loan,335xx
IL,17.97%,< 1 year,5000.0,declined,Debt consolidation,608xx
FL,413.93%,< 1 year,3500.0,declined,Debt consolidation,336xx
CA,52.22%,< 1 year,16000.0,declined,Credit card refinancing,917xx
CA,100%,10+ years,27350.0,declined,Car financing,956xx
AZ,15.35,1 year,2500.0,accepted,Other,852xx
NC,12.47%,< 1 year,12000.0,declined,Home improvement,281xx
TN,23.39%,< 1 year,5000.0,declined,Debt consolidation,383xx
FL,494.58%,< 1 year,10000.0,declined,Debt consolidation,327xx
CA,0.28%,< 1 year,10000.0,declined,Other,956xx
CO,100%,< 1 year,6000.0,declined,Home buying,809xx
FL,19.31%,< 1 year,1000.0,declined,Credit card refinancing,336xx
OH,36.08%,< 1 year,2000.0,declined,Other,452xx
NJ,100%,< 1 year,30000.0,declined,Credit card refinancing,088xx
MD,4.45,,30000.0,accepted,Credit card refinancing,208xx
IN,30.6%,< 1 year,40000.0,declined,Debt consolidation,475xx
TX,7.93%,< 1 year,40000.0,declined,Debt consolidation,799xx
UT,17.5%,< 1 year,30000.0,declined,Debt consolidation,840xx
NC,15.16%,< 1 year,18000.0,declined,Debt consolidation,287xx
CA,12.95%,< 1 year,10000.0,declined,Debt consolidation,917xx
VA,0.6%,< 1 year,1000.0,declined,Debt consolidation,230xx
CA,3.64%,< 1 year,3500.0,declined,Moving and relocation,900xx
FL,29.96%,< 1 year,5000.0,declined,Debt consolidation,341xx
CA,0.43%,< 1 year,35000.0,declined,Medical expenses,956xx
TX,8.83%,< 1 year,1000.0,declined,Debt consolidation,770xx
GA,18.57,10+ years,8000.0,accepted,Credit card refinancing,317xx
TX,52.14%,< 1 year,12800.0,declined,Other,799xx
MI,19.88%,< 1 year,5000.0,declined,Other,491xx
CA,16.86%,< 1 year,16000.0,declined,Debt consolidation,913xx
SC,2.19%,< 1 year,3000.0,declined,Medical expenses,293xx
VA,100%,< 1 year,20000.0,declined,Other,231xx
CA,32.46%,< 1 year,7000.0,declined,Debt consolidation,921xx
NM,9.16%,10+ years,4500.0,declined,Other,875xx
FL,14.36%,< 1 year,10000.0,declined,Credit card refinancing,347xx
FL,38.48%,< 1 year,20000.0,declined,Debt consolidation,341xx
FL,15.49%,< 1 year,25000.0,declined,Home buying,334xx
PA,52.72%,< 1 year,16000.0,declined,Debt consolidation,170xx
MO,36.33%,< 1 year,4000.0,declined,Debt consolidation,640xx
CO,100%,< 1 year,40000.0,declined,Debt consolidation,800xx
MI,60.3%,< 1 year,10000.0,declined,Debt consolidation,495xx
NV,350.24%,< 1 year,1000.0,declined,Other,891xx
TX,46.7%,< 1 year,15000.0,declined,Other,790xx
WV,2.4%,< 1 year,6000.0,declined,Other,249xx
OH,100%,< 1 year,9050.0,declined,Car financing,458xx
VA,29.64%,< 1 year,8000.0,declined,Debt consolidation,234xx
IN,23.6%,< 1 year,19000.0,declined,Credit card refinancing,462xx
CT,2.48%,< 1 year,10000.0,declined,Credit card refinancing,064xx
MD,68.73%,< 1 year,10000.0,declined,Debt consolidation,206xx
MA,0.17%,< 1 year,10000.0,declined,Home improvement,013xx
TX,31.49%,< 1 year,10000.0,declined,Credit card refinancing,780xx
KS,100%,< 1 year,20000.0,declined,Medical expenses,501xx
FL,42.91%,< 1 year,10000.0,declined,Credit card refinancing,337xx
TX,7.94%,< 1 year,10000.0,declined,Debt consolidation,752xx
MD,42.43%,< 1 year,13000.0,declined,Credit card refinancing,211xx
MI,7.97%,< 1 year,8500.0,declined,Other,486xx
LA,51.99%,< 1 year,18000.0,declined,Debt consolidation,700xx
MI,40.23%,< 1 year,8500.0,declined,Debt consolidation,481xx
NC,14.36%,< 1 year,15000.0,declined,Debt consolidation,278xx
GA,56.9%,5 years,5000.0,declined,Other,308xx
CA,55.44%,< 1 year,35000.0,declined,Debt consolidation,925xx
FL,100%,< 1 year,15000.0,declined,Home buying,320xx
KY,33.27%,< 1 year,10000.0,declined,Debt consolidation,410xx
AR,12.63%,< 1 year,5000.0,declined,Credit card refinancing,722xx
FL,12.46%,< 1 year,8000.0,declined,Debt consolidation,334xx
MN,43.67%,< 1 year,10000.0,declined,Other,551xx
MD,50.14%,< 1 year,31000.0,declined,Debt consolidation,208xx
NY,17.81%,< 1 year,38000.0,declined,Debt consolidation,110xx
NM,21.41%,< 1 year,16000.0,declined,Debt consolidation,871xx
CA,0.83%,< 1 year,3500.0,declined,Moving and relocation,925xx
FL,26.71%,< 1 year,3000.0,declined,Debt consolidation,346xx
NY,0%,< 1 year,5000.0,declined,Car financing,136xx
FL,15.3%,< 1 year,21000.0,declined,Other,336xx
PA,100%,< 1 year,40000.0,declined,Debt consolidation,186xx
NJ,5.55%,< 1 year,25000.0,declined,Debt consolidation,070xx
NC,17.19%,< 1 year,15000.0,declined,Debt consolidation,286xx
NY,7.36%,< 1 year,3000.0,declined,Debt consolidation,100xx
NY,6.57%,< 1 year,10000.0,declined,Credit card refinancing,100xx
TX,16.65%,< 1 year,2500.0,declined,Home improvement,750xx
OR,34.8%,5 years,9600.0,declined,Debt consolidation,974xx
TX,0%,< 1 year,10000.0,declined,Major purchase,751xx
TX,31.9%,< 1 year,20000.0,declined,Debt consolidation,761xx
ME,22.23%,< 1 year,3000.0,declined,Other,040xx
GA,15.04%,< 1 year,10000.0,declined,Home buying,304xx
WA,0.59%,< 1 year,10000.0,declined,Other,981xx
PA,100%,< 1 year,5000.0,declined,Other,152xx
TX,53.4%,< 1 year,20000.0,declined,Debt consolidation,750xx
CA,6.89%,< 1 year,2500.0,declined,Debt consolidation,925xx
CA,5.38%,< 1 year,1500.0,declined,Debt consolidation,951xx
CA,46.98%,< 1 year,40000.0,declined,Debt consolidation,922xx
AL,0%,,5000.0,declined,Other,359xx
PA,0.86%,< 1 year,1000.0,declined,Debt consolidation,193xx
MI,0%,< 1 year,5000.0,declined,Moving and relocation,490xx
NY,23.67,,22000.0,accepted,Debt consolidation,140xx
AL,20.92%,< 1 year,20000.0,declined,Home buying,356xx
GA,187.08%,< 1 year,2200.0,declined,Debt consolidation,314xx
ND,35.89%,< 1 year,10000.0,declined,Credit card refinancing,584xx
MN,11.75%,< 1 year,5000.0,declined,Car financing,550xx
FL,44.46%,< 1 year,4000.0,declined,Credit card refinancing,338xx
CA,100%,< 1 year,15000.0,declined,Debt consolidation,941xx
NH,1.26%,< 1 year,5300.0,declined,Credit card refinancing,034xx
NC,-1%,< 1 year,50000.0,declined,Business Loan,277xx
TX,-1%,< 1 year,35000.0,declined,Business Loan,795xx
VA,26.29%,< 1 year,2000.0,declined,Debt consolidation,221xx
OH,10.82%,< 1 year,5000.0,declined,Medical expenses,457xx
OK,202.58%,< 1 year,15000.0,declined,Home improvement,748xx
TX,37.08%,< 1 year,40000.0,declined,Debt consolidation,775xx
MS,25.06%,< 1 year,30000.0,declined,Debt consolidation,394xx
TX,12.81%,< 1 year,10000.0,declined,Credit card refinancing,773xx
TX,27.85%,< 1 year,30000.0,declined,Home improvement,780xx
IL,100%,< 1 year,4100.0,declined,Credit card refinancing,625xx
MN,100%,< 1 year,6000.0,declined,Debt consolidation,567xx
CA,100%,1 year,28325.0,declined,Car financing,913xx
PA,64.36%,< 1 year,10000.0,declined,Credit card refinancing,194xx
NY,0.36%,< 1 year,12000.0,declined,Debt consolidation,114xx
CA,28.22%,< 1 year,3000.0,declined,Other,913xx
CA,100%,1 year,27725.0,declined,Car financing,907xx
IL,51.93%,< 1 year,1000.0,declined,Medical expenses,600xx
MI,13.57,10+ years,6000.0,accepted,Debt consolidation,480xx
MI,19.29%,< 1 year,30000.0,declined,Debt consolidation,483xx
IN,35.25%,< 1 year,2000.0,declined,Home improvement,462xx
NY,27.39%,< 1 year,25000.0,declined,Debt consolidation,145xx
NC,13.61,7 years,15000.0,accepted,Credit card refinancing,287xx
NJ,7.13%,< 1 year,35000.0,declined,Debt consolidation,078xx
MN,20.78%,< 1 year,20000.0,declined,Debt consolidation,551xx
AL,31.1%,< 1 year,1000.0,declined,Debt consolidation,358xx
CO,0%,< 1 year,1500.0,declined,Other,802xx
SC,69.15%,< 1 year,25000.0,declined,Debt consolidation,299xx
LA,0%,< 1 year,1000.0,declined,Other,711xx
VA,5.42%,< 1 year,1000.0,declined,Moving and relocation,220xx
AZ,16.6%,< 1 year,7000.0,declined,Debt consolidation,852xx
MS,30.51%,< 1 year,20000.0,declined,Other,395xx
FL,100%,< 1 year,25000.0,declined,Home improvement,000xx
SD,11.41%,< 1 year,5000.0,declined,Car financing,577xx
TN,0%,< 1 year,4000.0,declined,Car financing,376xx
CO,10.53%,< 1 year,15000.0,declined,Debt consolidation,802xx
TX,100%,< 1 year,9300.0,declined,Credit card refinancing,760xx
MO,15.33%,< 1 year,2000.0,declined,Credit card refinancing,650xx
TX,22.55%,1 year,35000.0,declined,Debt consolidation,784xx
MA,27.23%,< 1 year,4000.0,declined,Debt consolidation,018xx
KY,13.33%,< 1 year,10000.0,declined,Car financing,427xx
NY,17.02%,< 1 year,35000.0,declined,Debt consolidation,103xx
AZ,35.3%,< 1 year,10000.0,declined,Debt consolidation,863xx
NY,32.88%,< 1 year,10000.0,declined,Home improvement,109xx
WA,100%,< 1 year,40000.0,declined,Credit card refinancing,904xx
NC,29.3%,< 1 year,4000.0,declined,Other,275xx
SC,17.14%,< 1 year,20000.0,declined,Other,296xx
MS,25.99%,< 1 year,22000.0,declined,Debt consolidation,386xx
KS,44.97%,< 1 year,35000.0,declined,Debt consolidation,666xx
VA,27.38%,< 1 year,15000.0,declined,Debt consolidation,226xx
FL,45.93%,< 1 year,15000.0,declined,Debt consolidation,329xx
FL,100%,< 1 year,15000.0,declined,Credit card refinancing,337xx
CA,24.1%,4 years,10000.0,declined,Moving and relocation,953xx
AZ,25.67%,< 1 year,20000.0,declined,Debt consolidation,860xx
TX,53.04%,< 1 year,5000.0,declined,Debt consolidation,760xx
CO,63.21%,< 1 year,18000.0,declined,Debt consolidation,809xx
GA,27.08%,< 1 year,10000.0,declined,Debt consolidation,310xx
NY,36.29%,< 1 year,12000.0,declined,Home improvement,131xx
MO,18.9,2 years,24000.0,accepted,Debt consolidation,631xx
LA,21.17%,< 1 year,10000.0,declined,Debt consolidation,700xx
CT,15.45%,< 1 year,1000.0,declined,Car financing,060xx
MI,5.35%,< 1 year,15000.0,declined,Other,481xx
NV,0.55%,< 1 year,2000.0,declined,Other,890xx
MI,22.01%,< 1 year,30000.0,declined,Debt consolidation,490xx
WV,587.1%,< 1 year,8000.0,declined,Credit card refinancing,253xx
OH,100%,3 years,10825.0,declined,Car financing,430xx
CT,41.98%,< 1 year,5000.0,declined,Credit card refinancing,067xx
MS,41.06%,< 1 year,40000.0,declined,Home buying,397xx
